Date,Text
2016-02-26,"Officials will be conducting random bag and locker checks at all schools in North Slope Borough starting Tuesday Troopers identified the person who died as 46-year-old Elmer Brown Sr. Temperatures in Kotzebue are already in the low teens and 20s this week, making repairs more challenging. More Stories Copyright 2026 • The Arctic Sounder is a publication of Anchorage Daily News. This site, its design and contents are © 2026 and may not be reproduced without written permission of the publisher and owner, including duplication on not-for-profit websites. Anchorage Daily News may not own copyright to portions of articles published; those sections are reproduced here with permission and Anchorage Daily News makes no provisions for further distribution. The Arctic Sounder - Serving the Northwest Arctic and the North Slope - A publication of Anchorage Daily News, Alaska's rural news leader."
