Date,Text
2016-02-26,"More on KentOnline UK regional news website of the year 12°C | 6°C 5 day forecast Home   Deal   News   Article A tour guide is being questioned by police following an incident where a well-known Deal man died. Christian Sloan, 25, of Walmer Way, died after it is believed his harness failed while canyoning up a waterfall in Vietnam on Friday. The former merchant sailor was travelling with friends when it is believed the harness equipment he was using failed and he fell into the waterfall. Christian, a former Walmer Science College pupil, died in the accident along with two girls from Sheffield, 25-year-old Beth Anderson and her half-sister Izzy Squire, 19. A national newspaper reported today that the tour guide who booked the trio onto the activity is being questioned. He has allegedly denied responsibility for the incident. Mr Sloan's family said: ""Christian's death is a very sad loss to us. He was a very popular young man, formerly in the Royal Navy, who had many, many friends not just locally but around the world. He lived for life."" Alan McGlashan, the father of one of Christian’s friends posted on Facebook: “To all Christian’s friends: Eugene and Lesley, Christian’s parents have asked me to post this tragic and painful message. ""The full details are not known at the moment, but it seems some harness equipment they were using failed. “I know this will come as a bombshell to lose a friend so young. James my son is still in Vietnam, and hopes to eventually fly back with Christian, once all the arrangements have been made.” Floods of tributes have poured on to his Facebook with friends changing their profile pictures to include photos of him. Matthew Dales said: ""Shocked mate, never gonna be forgotten, a true legend! RIP mate xxx"" Kelly Hutchings said: “You have always made me laugh and been the life and soul. Can not begin to imagine how your family are feeling.” Craig Lancaster said: “Absolutely gutted just heard the news one of the best blokes I knew, RIP buddy will be truly missed.” Lauren Goodban said: “This is absolutely shocking! Can’t believe it.” The report states it is not immediately known how they died in the accident near Dalat in Lam Dong province in the central highlands. Mr McGlashlan and Christian's father Eugene intend to fly out to Vietnam on Monday. Trying to find the right nursery, school, college, university or training provider in Kent or Medway? Our Education Directory has everything you could possibly need! This website and its associated newspaper are members of the Independent Press Standards Organisation (IPSO) © 2026 - KM Media Group Limited, Medway House Sir Thomas Longley Road, Medway City Estate, Rochester, ME2 4DU | 08528676 |"
