Date,Text
2016-02-26,"Light World Earthquakes Magnitude 4-4.9 A light earthquake magnitude 4 (ml/mb) has occurred on Monday, 243 km SE of Sorong, Indonesia (151 miles). A tsunami warning has not been issued (Does not indicate if a tsunami actually did or will exist). Event ids that are associated to the earthquake: us10004qjr. Id of event: us10004qjr. The epicenter was at a depth of 15.23 km (9 miles). Exact location of event, longitude 132.4985 East, latitude -2.6882 South, depth = 15.23 km. Date and time of earthquake in UTC/GMT: 14/02/16 / 2016-02-14 23:52:31 / February 14, 2016 @ 11:52 pm. The 4-magnitude earthquake was detected at 08:52:31 / 8:52 am (local time epicenter). Earthquakes 4.0 to 5.0 are often felt, but only causes minor damage. Every year there are an estimated 13,000 light earthquakes in the world. In the past 24 hours, there have been one, in the last 10 days one, in the past 30 days three and in the last 365 days three earthquakes of magnitude 3.0 or greater that have been detected nearby. Did objects rattle, topple over, or fall off shelves? Leave a comment or report about activity, shaking and damage at your home, country and city. Read more about the earthquake, Location, Distances, Seismometer information, Date-Time, Parameters and details about this quake, reported near: 243 km SE of Sorong, Indonesia. This information comes from the USGS Earthquake Notification Service. Copyright © 2016 earthquakenewstoday.com All rights reserved. © 2026 Earthquakes today - Current and latest world earthquakes breaking news, activity and articles today"
