Date,Text
2016-02-26,"  BENTONVILLE -- The four candidates who seek the Republican nomination for sheriff had one last time Thursday night to convince undecided voters they are the right person to lead the Benton County Sheriff's Office. Support journalism that covers the topics that matter most to you. Donate today to preserve the quality and integrity of local journalism. [email protected]  Tracy Neal is an award-winning reporter who covers criminal justice (courts and crime) for the Northwest Arkansas Democrat-Gazette. He’s been a reporter in Northwest Arkansas for more than two decades. He’s from Bastrop, La.  Copyright © 2026, Northwest Arkansas Newspapers LLC. (NWA Media) All rights reserved. This document may not be reprinted without the express written permission of Northwest Arkansas Newspapers LLC Material from the Associated Press is Copyright © 2026, Associated Press and may not be published, broadcast, rewritten, or redistributed. Associated Press text, photo, graphic, audio and/or video material shall not be published, broadcast, rewritten for broadcast or publication or redistributed directly or indirectly in any medium. Neither these AP materials nor any portion thereof may be stored in a computer except for personal and noncommercial use. The AP will not be held liable for any delays, inaccuracies, errors or omissions therefrom or in the transmission or delivery of all or any part thereof or for any damages arising from any of the foregoing. All rights reserved."
