Date,Text
2016-03-02,"Search My Library Sign in The Biggest Songs of the 70s, 80s & 90s played by Ken Bruce, Simon Mayo, Jackie Brambles & more. Greatest Hits Radio 60s Sweets For My Sweet by The Searchers Home of the biggest songs of the 60s Greatest Hits Radio 70s Que Sera Mi Vida by Gibson Brothers Home of the biggest songs of the 70s Greatest Hits Radio 80s Smalltown Boy by Bronski Beat Home of the biggest songs of the 80s Greatest Hits Radio's Top 500 Non stop music  Simon Mayo's Album Tracks Hysteria by Def Leppard The most iconic albums of all time Good Times Anthems Beautiful Day by U2 24/7 Good Times Greatest Hits Grooves You Gave Me Love by Crown Heights Affair 24/7 Soul, Funk, Disco & Motown Greatest Hits Radio Love Easy by The Commodores  Greatest Hits of the 90s Sweet Harmony by The Beloved Home of the biggest songs of the 90s Ken Bruce PopMaster The Simon Mayo Drivetime Show America's Greatest Hits Great Conversations with Jackie Brambles Simon Mayo's Confessions New to Greatest Hits Radio: Spinnin' The Decades with Stephanie Hirst On-Air | 17th Feb 2026 The Rewind Festival line-up has landed 🎉 Music Events Listen again to Greatest Hits Radio Superstars: David Bowie On-Air | 10th Sep 2025 The Top 100 Greatest Covers, as voted for by you On-Air | 9th Jan 2026 2025's most streamed songs of the 70s, 80s and 90s On-Air | 18th Dec 2025 Martin Kemp on I’m A Celeb: His amazing journey in the jungle TV | 5th Dec 2025 The Top 500: View the full chart! 🪩 On-Air | 26th Oct 2025 How to listen to Greatest Hits Radio across all your devices On-Air | 20th Oct 2025 for £3.99 a month One subscription, 128 stations Auto-renews at 3.99 per month. T&Cs apply. 23:00 Andy Crane Expect humour and the Greatest Hits of the 70s, 80s and 90s. 01:00 Music Marathon Alex Lester has your Music Marathon and The Best Time Of The Day Show. 04:00 Alex Lester It's The Best Time Of The Day Show! Shocking allegations of bullying, racism, and undignified births revealed in damning maternity repor... Breaking | 9 hours ago Epstein blamed 'Charles' on day Andrew lost UK trade envoy job Breaking | 9 hours ago Met Police apologises to Commons Speaker over Lord Mandelson tip-off Breaking | 4 hours ago Cuba says its forces have killed four on US-registered speedboat Breaking | 6 hours ago Is social media messing up our kids? Spain's battle against doomscrolling schoolchildren Breaking | 19th Feb 2026 Ukrainian family denied UK asylum told to use noise-cancelling headphones for child to block out bom... Breaking | 23rd Feb 2026 What Rachel Reeves could announce in spring statement Breaking | 7 hours ago UK weather: 'Explosion' of spring colour to come - despite temperatures dropping after hottest day o... Breaking | 1 hour ago Web Mobile Radio Speakers Car Follow us Bauer Media Group consists of : Bauer Consumer Media Ltd, Company number 01176085; Bauer Radio Limited, Company number: 1394141Owner and beneficial owner: Yvonne Bauer, Heinz BauerRegistered office: Media House, Peterborough Business Park, Lynch Wood, Peterborough PE2 6EA and H Bauer Publishing, Company number: LP003328; Registered office: The Lantern, 75 Hampstead Road, London NW1 2PL  All registered in England and Wales.  VAT no 918 5617 01H Bauer Publishing are authorised and regulated for credit broking by the FCA (Ref No: 845898)"
