Date,Text
2016-02-26,"By Bill Hoffmann    |  
Friday, 26 February 2016 01:09 PM EST Yes @tedcruz; @realdonaldtrump did fire me on Celebrity Apprentice. But he's about to fire your ass too! #MakeAmericaGreatAgain @realDonaldTrump has been a great friend for many years. We don't need another politician, we need a businessman like Mr. Trump! Trump 2016 Thank you @DennisRodman. It's time to #MakeAmericaGreatAgain! I hope you are doing well! https://t.co/H7d2ZLmod2 © 2026 Newsmax. All rights reserved. Receive breaking news and original analysis - sent right to your inbox. Interest-Based Advertising | Do not sell or share my personal information Newsmax, Moneynews, Newsmax Health, and Independent. American. are registered trademarks of Newsmax Media, Inc. Newsmax TV, and Newsmax World are trademarks of Newsmax Media, Inc."
