Date,Text
2016-02-26," 30  Actress Shim Eun Kyung revealed which overseas actor has caught her eye lately during her appearance on MBC radio's 'Bae Chul Soo's Music Camp' on February 26.  DJ Bae Chung Soo said, ""Were there no men who asked you out?"" and she replied, ""I don't think so.""  SEE ALSO: Super Junior's Shindong confesses he cut ties with his parents over repeated financial issues SEE ALSO: Super Junior's Shindong confesses he cut ties with his parents over repeated financial issues  Moving on, she was asked about her ideal type, and she said, ""I like men who are like handsome young men. �Recently, there was a male actor by the name of Eddie Redmayne in the movie 'Danish Girl,' and his smile was so pretty. �I think I like men who give off that feeling. �While watching the movie, I watched it while falling into his smile. �His acting also left a deep impression, and I feel like even winning the best male actor award wouldn't be enough for his acting.""  Maybe the two can some day act together!   TWICE's Sana is dreamy in photo blog 'Pholar'  'Produce 101's Choi Yoo Jung discovered wandering lost in the subways Log in to comment SEND"
