Date,Text
2016-02-26,"Search My Library Sign in The Biggest Songs of the 70s, 80s & 90s played by Ken Bruce, Simon Mayo, Jackie Brambles & more. Greatest Hits Radio 60s Richard Allinson Home of the biggest songs of the 60s Greatest Hits Radio 70s Lynn Parsons Home of the biggest songs of the 70s Greatest Hits Radio 80s If I Was by Midge Ure Home of the biggest songs of the 80s Greatest Hits Radio's Top 500 Non stop music  Simon Mayo's Album Tracks King's Cross by Pet Shop Boys The most iconic albums of all time Good Times Anthems The Heat Is On by Glenn Frey 24/7 Good Times Greatest Hits Grooves Apparently Nothin' by Young Disciples 24/7 Soul, Funk, Disco & Motown Greatest Hits Radio Love Show Me Heaven by Maria McKee  Greatest Hits of the 90s You're Gorgeous by Babybird Home of the biggest songs of the 90s Ken Bruce PopMaster The Simon Mayo Drivetime Show America's Greatest Hits Great Conversations with Jackie Brambles Simon Mayo's Confessions New to Greatest Hits Radio: Spinnin' The Decades with Stephanie Hirst On-Air | 17th Feb 2026 The Rewind Festival line-up has landed 🎉 Music Events Listen again to Greatest Hits Radio Superstars: David Bowie On-Air | 10th Sep 2025 The Top 100 Greatest Covers, as voted for by you On-Air | 9th Jan 2026 2025's most streamed songs of the 70s, 80s and 90s On-Air | 18th Dec 2025 Martin Kemp on I’m A Celeb: His amazing journey in the jungle TV | 5th Dec 2025 The Top 500: View the full chart! 🪩 On-Air | 26th Oct 2025 How to listen to Greatest Hits Radio across all your devices On-Air | 20th Oct 2025 for £3.99 a month One subscription, 127 stations Auto-renews at 3.99 per month. T&Cs apply. 04:00 Alex Lester It's The Best Time Of The Day Show! 06:00 Greatest Hits at Breakfast with Rossie There’s more music when you wake up with Greatest Hits Radio. 09:00 The Top 10 til Ken Ten of the biggest songs from one year - but can you guess which? 'You should be ashamed,' shouts Democrat Breaking | 3 hours ago Scrubbing away the title of the fly-tipping capital of England, where locals are 'embarrassed' to li... Breaking | 12 hours ago Best and worst NHS trusts for cancer treatment revealed Breaking | 17 hours ago Putin's war weapons hiding in plain sight - in the English Channel Breaking | 19 hours ago Why tomorrow's by-election is crucial for Starmer Breaking | 2 hours ago Dual nationals who don't have British passport could be denied UK entry Breaking | 18 hours ago Trump's plan for Iran isn't working - he has three options Breaking | 16 hours ago Cheapest day of week to travel has changed - and it could save you 18% on flights | Money newsletter Breaking | 13th May 2025 Web Mobile Radio Speakers Car Follow us Bauer Media Group consists of : Bauer Consumer Media Ltd, Company number 01176085; Bauer Radio Limited, Company number: 1394141Owner and beneficial owner: Yvonne Bauer, Heinz BauerRegistered office: Media House, Peterborough Business Park, Lynch Wood, Peterborough PE2 6EA and H Bauer Publishing, Company number: LP003328; Registered office: The Lantern, 75 Hampstead Road, London NW1 2PL  All registered in England and Wales.  VAT no 918 5617 01H Bauer Publishing are authorised and regulated for credit broking by the FCA (Ref No: 845898)"
